station_index,latitude,longitude,date_time,time_zone,aqi,city_name,city_url,dominant_pollution,pollution_co,pollution_dew,pollution_h,pollution_o3,pollution_p,pollution_pm10,pollution_pm25,pollution_r,pollution_so2,pollution_t
5328,44.314739,-84.7647496,2019-10-05 23:00:00,-06:00,18,https://aqicn.org/city/usa/michigan/houghton-lake,,o3,,8.5,,18.4,1012.4,,50,,,9.7
5329,42.2917069,-85.5872286,2019-10-05 23:00:00,-06:00,22,https://aqicn.org/city/usa/michigan/kalamazoo,,pm25,,,,21.6,1012.8,,22,,,12.5
5330,42.732535,-84.5555347,2018-09-17 09:00:00,-06:00,30,https://aqicn.org/city/usa/michigan/lansing,,pm25,,,,11.2,1012.9,,30,,,25.8
5331,42.9708634,-82.4249142,2019-10-05 23:00:00,-06:00,18,https://aqicn.org/city/usa/michigan/port-huron,,pm25,,,,8.8,1012.8,,18,,7.2,12.4
5332,46.521858,-84.3460896,2019-02-28 16:00:00,-06:00,34,https://aqicn.org/city/usa/michigan/sault-ste-marie,,pm25,,,,,1019.3,,34,,,-4.9
5333,46.3454921,-85.9465471,2019-10-05 23:00:00,-06:00,22,https://aqicn.org/city/usa/michigan/seney,,o3,,,91.5,22.4,1008.7,,6,,,11
5334,42.0039331,-83.9449417,2019-10-05 23:00:00,-06:00,29,https://aqicn.org/city/usa/michigan/tecumseh,,pm25,,,,18.4,1011.2,,29,,,13.3
5335,42.2411499,-83.6129939,2019-10-05 23:00:00,-06:00,50,https://aqicn.org/city/usa/michigan/ypsilanti,,pm25,,,,12.8,1013.7,,50,,,13.7
5336,38.8577,-77.05922,2019-09-30 10:00:00,-04:00,,https://aqicn.org/city/usa/virginia/aurora-hills-visitor-center,,co,0.1,,88.6,17.5,1002.2,,,,0.1,20.5
5337,39.02473,-77.48925,2019-09-30 07:00:00,-04:00,,https://aqicn.org/city/usa/virginia/ashburn-broad-run-high-school,,so2,0.1,,94.3,19.1,,,,,0.1,18.8
5338,37.34438,-77.25925,2019-09-30 10:00:00,-04:00,1,https://aqicn.org/city/usa/virginia/shirley-plantation,,so2,0.1,,70.8,14.7,1024.9,,,,0.6,25.2
5339,38.07657,-78.50397,,-04:00,-,https://aqicn.org/city/usa/virginia/albemarle-high-school,,,,,85.5,,1024.5,,,,,23.1
5340,37.35748,-77.59355,2019-09-19 13:00:00,-05:00,18,https://aqicn.org/city/usa/virginia/beach-road-vdot,,o3,0.1,,40.3,17.9,1023.4,,,,0.2,23.8
5341,38.20087,-77.37742,2019-09-19 12:00:00,-05:00,17,https://aqicn.org/city/usa/virginia/fredericksburg-geomagnetic-observatory,,o3,,,47.5,16.7,1021.4,,,,,21.6
5342,38.47367,-77.76772,2019-09-19 13:00:00,-05:00,17,https://aqicn.org/city/usa/virginia/sumerduck-c.-phelps-wildlife-mgmt-area,,o3,,,,16.7,1025.9,,,,,22.1
5343,38.77335,-77.10468,2019-09-30 07:00:00,-04:00,,https://aqicn.org/city/usa/virginia/lee-district-park-fairfax-county,,so2,0.1,,,17.5,1023.6,,,,0.1,20.5
5344,39.28101,-78.08157,2019-09-19 12:00:00,-05:00,17,https://aqicn.org/city/usa/virginia/frederick-co.-public-school-maint.-dept.,,o3,,,46.5,17.1,1028.6,,13,,,22.8
5345,37.10373,-76.38701,2019-09-30 08:00:00,-04:00,,https://aqicn.org/city/usa/virginia/nasa-langley-research-center,,so2,0.1,,,15.1,1020.6,,,,0.3,23.8
5346,37.60613,-77.2188,2019-09-19 13:00:00,-05:00,15,https://aqicn.org/city/usa/virginia/hanover,,o3,0.1,,56.1,15.1,1023.7,,,,0.2,21.2
5347,,,2015-11-02 10:00:00,-0500,-,http://aqicn.org/city/usa/virginia/luray-caverns-airport/,,,,,97,4,987.92,,,,,10.87
5348,38.85287,-77.63462,2019-09-30 07:00:00,-04:00,,https://aqicn.org/city/usa/virginia/long-park-haymarket,,so2,0.1,,92.6,19.1,1026.2,,,,0.1,19.4
5349,37.62668,-79.51257,2019-09-19 12:00:00,-05:00,16,https://aqicn.org/city/usa/virginia/natural-bridge-station,,o3,,,,15.9,1025.3,,,,,
5350,38.47753,-78.81952,2019-09-30 10:00:00,-04:00,,https://aqicn.org/city/usa/virginia/harrisonburg-vdot,,so2,,,,,1024.2,,,,0.1,22.7
5351,36.89117,-81.25423,2019-09-19 13:00:00,-05:00,15,https://aqicn.org/city/usa/virginia/rural-retreat,,o3,,,65.8,14.7,1022.9,,,,,20.2
5352,38.5228,-78.43487,2019-09-19 02:00:00,-05:00,-,https://aqicn.org/city/usa/virginia/shenandoah-national-park-big-meadows,,,,,,14.7,1022.3,,8,,0.2,10.5
5353,38.48123,-77.3704,2019-09-19 12:00:00,-05:00,17,https://aqicn.org/city/usa/virginia/widewater-elem.-school-widewater,,o3,0.1,,,16.7,1026.6,,8,,0.1,21.9
5354,36.90118,-76.43808,2019-09-19 12:00:00,-05:00,15,https://aqicn.org/city/usa/virginia/tidewater-community-college,,o3,0.1,,,15.1,1025.7,,,,1.2,-67.7
5355,36.66525,-76.73078,2019-09-19 12:00:00,-05:00,15,https://aqicn.org/city/usa/virginia/va-tech-agricultural-research-center,,o3,0.1,,,15.1,1025.5,,,,1.2,19.8
5356,37.28342,-79.88452,2019-09-30 10:00:00,-04:00,,https://aqicn.org/city/usa/virginia/herman-l.-horn-elementary-school,,so2,0.1,,,,1022.1,,,,0.2,24.4
5357,37.55652,-77.40027,2019-09-30 10:00:00,-04:00,,https://aqicn.org/city/usa/virginia/msic-mathscience-innovation-center,,so2,0.1,,72.3,15.1,1026.9,,,,0.1,
5358,39.81336,-120.47069,2019-10-05 07:00:00,-07:00,61,https://aqicn.org/city/california/plumas/portola-gulling-street,,pm25,,,84.4,,1024.3,,61,,,-2.5
5359,35.7533,-118.417,2019-10-05 20:00:00,-07:00,38,https://aqicn.org/city/california/kern/kernville-forest-service,,o3,,,,38.4,1030.2,,5,,,
5360,39.166017,-120.148833,2019-10-05 18:00:00,-07:00,,https://aqicn.org/city/california/placer/tahoe-city-221-fairway-drive,,o3,,,53.3,0.1,1020.4,15,5,,,10.1
5361,38.93568,-121.09959,2019-10-05 20:00:00,-07:00,50,https://aqicn.org/city/california/placer/auburn-11645-atwood-road,,pm25,,,,16.8,1017.9,,50,,5.8,
5362,38.88563,-121.30208,2019-10-05 19:00:00,-07:00,25,https://aqicn.org/city/california/placer/lincoln-1445-1st-street,,pm10,11.2,,,16,1016.2,25,25,,5.8,
5363,37.793635,-122.263356,2019-10-05 20:00:00,-07:00,17,https://aqicn.org/city/california/alameda/oakland-laney-college,,pm25,4.4,,69.5,8.8,1016.3,4,17,,1.5,15.5
5364,36.69731,-119.0188,2019-10-05 19:00:00,-07:00,62,https://aqicn.org/city/california/fresno/pinehurst-forest-service,,pm10,,,63.7,37.6,,62,38,,1.5,5.1
5365,36.1344,-118.811,2019-10-05 19:00:00,-07:00,62,https://aqicn.org/city/california/tulare/springville-forest-service,,pm10,,,58.5,43.2,1016.2,62,46,,1.5,17.1
5366,38.167275,-121.68841667,2019-10-05 20:00:00,-07:00,50,https://aqicn.org/city/california/solano/rio-vista-ys,,pm25,3.5,,,24.1,,15,50,,1.5,18.3
5367,52.981686,-122.493227,2019-10-05 21:00:00,-08:00,59,https://aqicn.org/city/british-comlumbia/quesnel-senior-secondary,,pm25,,,,2.9,,19,59,,1.4,
5368,52.963,-122.4972,,-08:00,-,http://aqicn.org/city/british-comlumbia/quesnel-maple-drive/,,,,,,,,,,,,
5369,-122.5167,52.9664,,-08:00,-,http://aqicn.org/city/british-comlumbia/quesnel-west-correlieu-school/,,,,,,,,,,,,
5370,52.14428,-122.150391,2019-10-05 20:00:00,-08:00,28,https://aqicn.org/city/british-comlumbia/williams-lake-columneetza-school,,pm25,,,,2.3,1022.6,,28,,,
5371,47.2988,123.945,2019-10-06 13:00:00,+08:00,50,https://aqicn.org/city/china/qiqihaer/shihuanjingjiancezhan,,pm25,4.6,0.4,37,22.4,1000.3,43,50,,2.6,
5372,22.195833,113.544722,2019-10-06 13:00:00,+08:00,32,https://aqicn.org/city/macau/calcada-do-poco,,pm10,4.6,,,,,32,30,,,
5373,22.16,113.565,2019-10-06 12:00:00,+08:00,30,https://aqicn.org/city/macau/taipa-grande,,pm25,2.8,,,21.5,,23,30,,0.7,
5374,22.213889,113.542778,2019-10-06 13:00:00,+08:00,55,https://aqicn.org/city/macau/subestacao-macau-norte,,pm25,1.9,,,8.3,,47,55,,0.1,
5375,22.158083,113.554591,2019-10-06 13:00:00,+08:00,49,https://aqicn.org/city/macau/parque-central-da-taipa,,pm25,2.8,,,10.8,,42,49,,1.3,
5376,37.518636,130.7970965,2019-10-06 14:00:00,+09:00,29,https://aqicn.org/city/korea/gyeongbuk/taeha-ri,,o3,1.2,6.7,58,28.9,1024.3,11,5,21.1,,16
5377,,,,+07:00,-,http://aqicn.org/city/thailand/mobile-pcd-2/,,,,,,,,,,,,
5378,32.7563401,129.8608154,2019-10-06 00:00:00,+09:00,80,https://aqicn.org/city/japan/nagasakishi/inasashogakko,,pm25,,,,41.6,,31,80,,1.5,23.3
5379,32.7055946,129.8495726,2019-10-06 00:00:00,+09:00,74,https://aqicn.org/city/japan/nagasakishi/kogakurashisho,,pm25,,,,36.8,1015.6,25,74,,1.5,22.7
5380,32.7762734,129.9518412,2019-10-06 00:00:00,+09:00,76,https://aqicn.org/city/japan/nagasakishi/higashinagasakishisho,,pm25,,,,36.1,,26,76,,1.5,23.3
5381,32.865381,129.7858478,2019-10-06 00:00:00,+09:00,74,https://aqicn.org/city/japan/nagasakishi/muramatsu,,pm25,,,,11.2,,30,74,,1.5,23.3
5382,41.087733,28.982773,2018-08-23 11:00:00,+02:00,42,http://aqicn.org/city/turkey/marmara/istanbul/kagithane/,,pm25,5.9,,49.5,41.1,,36,42,,1.1,
5383,51.88786,4.38881,2017-01-20 06:00:00,+0100,,http://aqicn.org/city/netherland/pernis/soetemanweg/,,o3,,,92,0.4,1036,,,,,-4.31
5384,51.97764,4.12124,2019-10-06 07:00:00,+02:00,35,https://aqicn.org/city/netherland/hoek-v.-holland/berghaven,,pm25,,,,4.8,1012.6,12,35,,1.9,
5385,51.4645,3.745,2017-01-19 23:00:00,+0100,,http://aqicn.org/city/netherland/nieuwdorp/coudorp/,,o3,,,85,0.1,1036,,,,,-2.5
5386,52.42023,4.83206,2018-05-21 13:00:00,+01:00,21,http://aqicn.org/city/netherland/pnh-hemkade/,,pm10,,,41.3,,1015.1,21,,,,24.8
5387,52.463039,4.601842,2019-10-06 06:00:00,+02:00,33,https://aqicn.org/city/netherland/pnh-ijmuiden,,pm25,2.7,,73.1,,1009.7,9,33,,0.7,9.4
5388,52.493992,4.601986,2019-10-06 06:00:00,+02:00,34,https://aqicn.org/city/netherland/pnh-wijk-aan-zee,,pm25,2.8,,73.1,,1009.7,13,34,,1,9.4
5389,52.28013,4.77082,2019-10-06 06:00:00,+02:00,14,https://aqicn.org/city/netherland/pnh-oude-meer,,pm10,,,,,,14,,,0.7,8.8
5390,52.4744,4.6288,2017-01-19 16:00:00,+0100,-,http://aqicn.org/city/netherland/pnh-staalstraat/,,,,,55,,1036,,,,,3.15
5391,52.478871,4.579343,2019-10-06 06:00:00,+02:00,45,https://aqicn.org/city/netherland/pnh-reijndersweg,,pm25,,,73.1,,1009.7,24,45,,,9.4
5392,32.008986,112.122415,2017-06-16 14:00:00,+08:00,-,https://aqicn.org/city/xiangfan,,,7.3,,70,95.5,1007.91,52,107,,9.7,28.48
5393,30.235194444444,115.06247222222,2019-10-06 13:00:00,+08:00,61,https://aqicn.org/city/hubei/huangshi/shenjiaying,,pm25,7.3,,,,,59,61,,11.2,
5394,30.202777777778,115.07666666667,2019-10-06 13:00:00,+08:00,55,https://aqicn.org/city/hubei/huangshi/chenjiawan,,pm25,11.8,,,,,40,55,,8.7,
5395,30.175988888889,114.94926944444,2017-12-22 22:00:00,+08:00,173,http://aqicn.org/city/hubei/huangshi/xinxialu/,,pm25,10,,95,,1024.12,95,173,,12.2,7.75
5396,30.206602777778,114.90141388889,2019-10-06 12:00:00,+08:00,78,https://aqicn.org/city/hubei/huangshi/tieshan,,pm25,10,,,,,45,78,,24.9,
5397,30.209944444444,115.02638888889,2018-01-10 15:00:00,+08:00,122,http://aqicn.org/city/hubei/huangshi/jingjikaifaqu/,,pm25,6.4,,83,,1035.34,57,122,,2.6,5.51
5398,32.395,111.04194444444,2019-10-06 13:00:00,+08:00,17,https://aqicn.org/city/hubei/shiyan/wudangshan,,pm25,6.4,,37.7,,1016.2,6,17,,2.1,22.3
5399,32.649444444444,110.78,2019-10-06 13:00:00,+08:00,55,https://aqicn.org/city/hubei/shiyan/binhexincun,,pm25,10,,37.7,,1016.2,14,55,,2.1,22.3
5400,32.638888888889,110.72583333333,2019-10-06 13:00:00,+08:00,38,https://aqicn.org/city/hubei/shiyan/liujiagou,,pm25,6.4,,37.7,,1016.2,14,38,,2.6,22.3
5401,32.571388888889,110.88388888889,2019-10-06 13:00:00,+08:00,38,https://aqicn.org/city/hubei/shiyan/tieerchu,,pm25,5.5,,37.7,,1016.2,10,38,,3.1,22.3
5402,,,,+0800,-,http://aqicn.org/city/hubei/shiyan/yunxianchengqukongqizidongzhan/,,,,,92,,,,,2.35,,21.53
5403,112.155,32.019722222222,2017-06-16 14:00:00,+08:00,107,http://aqicn.org/city/hubei/xiangfan/xiangchengyundonglu/,,pm25,6,,70,90.3,1007.91,52,107,,9.7,28.48
5404,32.056388888889,112.13916666667,2017-06-16 14:00:00,+08:00,78,http://aqicn.org/city/hubei/xiangfan/fanchengxinhualu/,,pm25,4.8,,70,67.5,1007.91,52,78,,6.6,28.48
5405,32.1145,112.18355,2017-06-16 14:00:00,+08:00,80,http://aqicn.org/city/hubei/xiangfan/gaoxinguanweihui/,,pm25,6.9,,70,70.1,1007.91,50,80,,6.6,28.48
5406,32.090333333333,112.21097222222,2017-06-16 14:00:00,+08:00,96,http://aqicn.org/city/hubei/xiangfan/xiangzhouhangkonglu/,,o3,7.3,,70,95.5,1007.91,52,95,,7.1,28.48
5407,30.394527777778,114.88777777778,2019-10-06 13:00:00,+08:00,63,https://aqicn.org/city/hubei/ezhou/shizhengfu,,pm25,7.3,,,,,26,63,,6.1,
5408,30.371666666667,114.89861111111,2019-10-06 13:00:00,+08:00,39,https://aqicn.org/city/hubei/ezhou/zhaojiaba,,pm10,6.4,,,,,39,25,,10.7,
5409,30.413333333333,114.81305555556,2019-10-06 13:00:00,+08:00,30,https://aqicn.org/city/hubei/ezhou/fankoukaifaqu,,pm10,8.2,,,,,30,17,,5.1,
5410,30.928333333333,113.91555555556,2019-10-06 13:00:00,+08:00,82,https://aqicn.org/city/hubei/xiaogan/wenhualu,,pm25,8.2,,,,,35,82,,1.1,
5411,30.920419444444,113.93840833333,2019-10-06 13:00:00,+08:00,61,https://aqicn.org/city/hubei/xiaogan/dongchengqu,,pm25,7.3,,,,,40,61,,2.1,
5412,30.448888888889,114.89527777778,1970-01-01 00:00:00,+0800,-,http://aqicn.org/city/hubei/huanggang/dazhoudao/,,,,,,,,,,,,
5413,30.471922222222,114.90745555556,2019-10-06 13:00:00,+08:00,37,https://aqicn.org/city/hubei/huanggang/zhigongzhongxin,,pm10,5.5,15.5,83.2,,1012.1,37,17,,3.1,18.4
5414,29.821111111111,114.32305555556,2019-10-06 13:00:00,+08:00,76,https://aqicn.org/city/hubei/xianning/shifagaiwei,,pm25,7.3,15.9,83.8,,1019.2,42,76,0.5,3.1,18.7
5415,29.513611111111,114.17638888889,2019-10-06 13:00:00,+08:00,65,https://aqicn.org/city/hubei/xianning/xiananquzhengfu,,pm25,7.3,17.3,71.1,,1001.3,49,65,,4.1,22.8
5416,29.885558333333,114.32367777778,2019-10-06 13:00:00,+08:00,63,https://aqicn.org/city/hubei/xianning/changjiangchanyeyuan,,pm25,9.1,15.9,83.8,,1019.2,35,63,0.5,2.6,18.7
5417,29.817816666667,114.32328333333,2016-10-11 17:00:00,+0800,-,http://aqicn.org/city/hubei/xianning/qianshangongyuan/,,,8,,93,20,1022,62,107,,8,18
5418,42.298279,-72.333904,2019-10-05 23:00:00,-04:00,24,https://aqicn.org/city/usa/massachusett/ware,,o3,,,,24.1,1028.9,,21,,,1.4
5419,45.3986511,-71.8999973,2019-10-06 00:00:00,-05:00,16,https://aqicn.org/city/canada/quebec/estrie,,pm25,0.2,,,14.3,1025.7,,16,,,
5420,45.4765446,-75.7012723,2019-10-06 00:00:00,-05:00,29,https://aqicn.org/city/canada/quebec/gatineau,,pm25,0.2,,84.4,13.5,1022.8,,29,,,5.5
5421,45.460585,-75.734517,2019-10-06 00:00:00,-05:00,29,https://aqicn.org/city/canada/quebec/gatineau-secteur-de-hull,,pm25,0.2,,77.8,13.5,1021.7,,29,,,6.7
5422,46.8595807,-71.4527369,2019-10-06 00:00:00,-05:00,20,https://aqicn.org/city/canada/quebec/haute-gatineau,,pm25,0.2,,,13.5,,,20,,,
5423,47.4383405,-72.7839311,2019-10-06 00:00:00,-05:00,16,https://aqicn.org/city/canada/quebec/la-tuque,,pm25,0.1,,,1.5,,,16,,,
5424,45.6520586,-74.3398015,2019-10-05 14:00:00,-05:00,-,https://aqicn.org/city/canada/quebec/lachute,,,0.2,,,17.3,1025.3,,9,,,
5425,48.5727866,-72.10333,2019-10-05 19:00:00,-05:00,12,https://aqicn.org/city/canada/quebec/lac-saint-jean,,pm25,0.1,,,11.3,,,12,,,1.2
5426,46.8270056,-71.2439762,2019-10-06 00:00:00,-05:00,49,https://aqicn.org/city/canada/quebec/lanaudiere,,pm25,0.2,,,3.8,1045.9,,49,,,7.5
5427,47.32,-70.83,2019-10-05 14:00:00,-05:00,-,https://aqicn.org/city/canada/quebec/laurentides,,,0.2,,87.2,17.3,1025.1,,9,,,3.7
5428,45.6066487,-73.712409,2019-10-01 08:00:00,-05:00,51,https://aqicn.org/city/canada/quebec/laval,,pm25,0.1,,84.7,2.3,1008.3,,51,,,9.4
5429,46.5394009,-72.7637461,2019-10-06 00:00:00,-05:00,49,https://aqicn.org/city/canada/quebec/mauricie,,pm25,0.2,,87.5,3.8,1029.2,,49,,,3.8
5430,45.833333,-73.416667,,-05:00,-,http://aqicn.org/city/canada/quebec/shawinigan-secteur-de-lassomption/,,,,,69,,1030.4699999999998,,,,,-16.115000000000002
5431,46.5526339,-72.7439004,2019-10-06 00:00:00,-05:00,54,https://aqicn.org/city/canada/quebec/shawinigan-secteur-de-saint-marc,,pm25,0.2,,87.5,3.8,1029.2,,54,,,3.8
5432,46.3731756,-72.5060933,2019-10-06 00:00:00,-05:00,49,https://aqicn.org/city/canada/quebec/trois-rivieres-secteur-du-sanctuaire,,pm25,0.2,,87.5,3.8,1029.2,,49,,,3.8
5433,46.3451065,-72.5635874,2019-10-06 00:00:00,-05:00,61,https://aqicn.org/city/canada/quebec/trois-rivieres-secteur-du-vieux-trois-rivieres,,pm25,0.2,,87.5,3.8,1029.2,,61,,,3.8
5434,46.5504129,-75.4960308,2019-10-05 19:00:00,-05:00,14,https://aqicn.org/city/canada/quebec/mont-laurier,,pm25,0.2,1.2,89.2,9.8,1000.8,,14,99.3,,2.8
5435,45.4424435,-73.4685068,,-05:00,-,http://aqicn.org/city/canada/quebec/longueuil-secteur-du-parc-oceanie-brossard/,,,,,85,,1022,,,,,-9.45
5436,47.835957,-69.5359854,2019-10-06 00:00:00,-05:00,16,https://aqicn.org/city/canada/quebec/riviere-du-loup,,pm25,0.2,,,12,1026.1,,16,,,2.5
5437,46.8032826,-71.242796,2019-10-06 00:00:00,-05:00,20,https://aqicn.org/city/canada/quebec/rouyn-noranda-secteur-du-centre-ville,,pm25,0.2,,,13.5,1045.9,,20,,13.2,7.5
5438,46.777886,-71.316132,2019-10-05 19:00:00,-05:00,14,https://aqicn.org/city/canada/quebec/beauce,,o3,0.1,,,14.3,,,12,,,
5439,46.8857366,-71.3760692,2019-10-06 00:00:00,-05:00,44,https://aqicn.org/city/canada/quebec/bois-francs,,pm25,0.2,,,15.8,,,44,,,
5440,46.3432059,-72.5428333,2019-10-06 00:00:00,-05:00,44,https://aqicn.org/city/canada/quebec/becancour-secteur-de-lhotel-de-ville,,pm25,0.2,,87.5,15.8,1029.2,,44,,,3.8
5441,45.394072,-71.896945,2019-10-05 19:00:00,-05:00,27,https://aqicn.org/city/canada/quebec/sherbrooke-secteur-est,,pm25,0.2,,,14.3,1026.7,,27,,,1.1
5442,48.5706148,-77.9494546,2019-10-06 00:00:00,-05:00,20,https://aqicn.org/city/canada/quebec/abitibi,,pm25,0.2,,,13.5,1017.6,,20,,,6.3
5443,48.2342362,-79.0187836,2019-10-06 00:00:00,-05:00,25,https://aqicn.org/city/canada/quebec/rouyn-noranda-secteur-de-la-montee-du-sourire,,pm25,0.2,,,13.5,1016.5,,25,,25.8,
5444,46.9801031,-70.5565719,2019-10-06 00:00:00,-05:00,18,https://aqicn.org/city/canada/quebec/montmagny,,pm25,0.2,,85.5,12,1024.9,,18,,,4.4
5445,46.8032826,-71.242796,2019-10-06 00:00:00,-05:00,9,https://aqicn.org/city/canada/quebec/quebec,,o3,0.1,,,9,1045.9,,22,,,7.5
5446,46.7860396,-71.3612884,2019-10-06 00:00:00,-05:00,38,https://aqicn.org/city/canada/quebec/quebec-secteur-de-champigny,,pm25,0.1,,,9,,,38,,,
5447,46.8122626,-71.2022196,2019-10-06 00:00:00,-05:00,55,https://aqicn.org/city/canada/quebec/quebec-secteur-du-vieux-limoilou,,pm25,0.1,,,9,1045.9,,55,,,7.5
5448,45.5322844,-73.4882977,2019-10-06 00:00:00,-05:00,55,https://aqicn.org/city/canada/quebec/rive-sud-de-montreal,,pm25,0.2,,,7.5,,,55,,,
5449,47.2075221,-78.7246393,2019-10-05 18:00:00,-05:00,18,https://aqicn.org/city/canada/quebec/temiscamingue,,pm25,0.2,,,16.5,1016.5,,18,,,
5450,48.4280529,-71.0684923,2019-10-05 19:00:00,-05:00,22,https://aqicn.org/city/canada/quebec/saguenay,,pm25,0.1,,,11.3,1025.4,,22,,,0.5
5451,48.422992,-71.054055,2019-10-06 00:00:00,-05:00,35,https://aqicn.org/city/canada/quebec/saguenay-secteur-de-luniversite-chicoutimi,,pm25,0.1,,,5.3,1025.1,,35,,,
5452,48.425545,-71.184256,2019-10-06 00:00:00,-05:00,35,https://aqicn.org/city/canada/quebec/saguenay-secteur-de-sainte-therese-arvida,,pm25,0.1,,95.5,5.3,1024.5,,35,,13.2,-1.1
5453,46.718235,-79.10012,2019-10-05 19:00:00,-05:00,20,https://aqicn.org/city/canada/quebec/temiscaming,,pm25,0.2,,65.8,16.5,1014.9,,20,,17.2,
5454,47.6445035,-68.9357761,2019-10-06 00:00:00,-05:00,16,https://aqicn.org/city/canada/quebec/temiscouata,,pm25,0.2,,94.2,12,1025.3,,16,,,-1.1
5455,45.596337,-73.2000611,2019-10-06 00:00:00,-05:00,42,https://aqicn.org/city/canada/quebec/vallee-du-richelieu,,pm25,0.2,,,8.3,,,42,,,
5456,46.0442881,-73.1096553,2019-10-06 00:00:00,-05:00,42,https://aqicn.org/city/canada/quebec/sorel-tracy-secteur-de-saint-joseph-de-sorel,,pm25,0.2,,87.5,8.3,1029.2,,42,,17.2,3.8
5457,46.0442881,-73.1096553,,-05:00,-,http://aqicn.org/city/canada/quebec/sorel-tracy-secteur-du-centre-ville/,,,,,69,,1030.4699999999998,,,,,-16.115000000000002
5458,45.08672,-74.174698,2019-10-05 19:00:00,-05:00,14,https://aqicn.org/city/canada/quebec/vaudreuil-huntingdon,,o3,0.2,,,13.5,1025.2,,14,,,3.3
5459,45.6509289,-73.5348244,2019-10-05 23:00:00,-04:00,38,https://aqicn.org/city/canada/montreal/saint-jean-baptiste,,pm25,6.4,,,11,1021.6,,38,,5.1,5.2
5460,45.580647,-73.533583,2019-10-05 13:00:00,-04:00,-,https://aqicn.org/city/canada/montreal/chenier,,,6.4,,86.3,16,,,9,,5.1,6.1
5461,45.5934096,-73.6376591,2019-10-05 23:00:00,-04:00,59,https://aqicn.org/city/canada/montreal/caserne-17,,pm25,6.4,,,6,1025.1,,59,,5.1,5.5
5462,45.4660102,-73.6336838,,-05:00,-,http://aqicn.org/city/canada/montreal/duncan/,,,,,86,,1022,,,,,-9
5463,45.5524684,-73.5395631,2019-10-05 23:00:00,-04:00,50,https://aqicn.org/city/canada/montreal/hochelaga-maisonneuve,,pm25,6.4,,,6,1025.1,,50,,5.1,5.5
5464,45.652208,-73.528776,2019-10-05 23:00:00,-04:00,38,https://aqicn.org/city/canada/montreal/riviere-des-prairies,,pm25,6.4,,,5,1021.6,,38,,5.1,5.2
5465,45.5524684,-73.5395631,2019-10-04 18:00:00,-04:00,15,https://aqicn.org/city/canada/montreal/maisonneuve,,pm25,6.4,,,14,1028.2,,15,,5.1,7.4
5466,45.45764,-73.749697,2019-10-05 23:00:00,-04:00,33,https://aqicn.org/city/canada/montreal/aeroport-de-montreal,,pm25,6.4,,,9,1025.7,,33,,5.1,
5467,45.508512,-73.563352,2019-10-05 23:00:00,-04:00,33,https://aqicn.org/city/canada/montreal/molson,,pm25,6.4,,,8,1024.6,,33,,5.1,35.5
5468,45.4032761,-73.9503608,2019-10-05 23:00:00,-04:00,21,https://aqicn.org/city/canada/montreal/sainte-anne-de-bellevue,,pm25,6.4,,69.6,16,1024.9,,21,,5.1,8.7
5469,53.2033494,-105.7530705,2019-07-25 18:00:00,-06:00,21,https://aqicn.org/city/canada/saskatchewan/prince-albert,,pm25,,,,7.8,1002.7,,21,,1.5,
5470,52.1333972,-106.6832385,2019-07-25 19:00:00,-06:00,17,https://aqicn.org/city/canada/saskatchewan/saskatoon,,pm25,,,,9.4,1007.1,,17,,,15.5
5471,50.285069,-107.7971722,2019-07-25 19:00:00,-06:00,21,https://aqicn.org/city/canada/saskatchewan/swift-current,,pm25,,,,14.7,1010.8,,21,,1.5,
5472,50.454722,-104.606667,2019-10-03 12:00:00,-06:00,6,https://aqicn.org/city/canada/saskatchewan/regina,,pm25,,,,,1023.1,,6,,0.3,8.8
5473,57.1492,-111.6424,2016-05-31 13:00:00,-0600,-,http://aqicn.org/city/canada/alberta/ams-13/,,,,,29,1,983.01,,10,,2.9,19.15
5474,56.448889,-111.038056,2019-10-05 22:00:00,-06:00,15,https://aqicn.org/city/canada/alberta/anzac,,pm25,1.5,3.5,,0.1,1004.8,,15,,1.5,
5475,55.1963,-119.3968,2019-10-05 22:00:00,-06:00,18,https://aqicn.org/city/canada/alberta/beaverlodge,,pm25,3,,,0.1,1013.8,,18,,1.5,
5476,53.80012,-112.9278,2019-10-05 22:00:00,-06:00,31,https://aqicn.org/city/canada/alberta/bruderheim,,pm25,1.2,,70.6,0.1,1011.6,,31,,2.9,6.4
5477,51.0471506,-114.0731477,2019-10-05 22:00:00,-06:00,8,https://aqicn.org/city/canada/alberta/calgary-central-2,,pm25,1.6,,37.8,0.1,1014.4,,8,,4.3,8.8
5478,51.0801475,-114.1452723,2018-10-16 13:00:00,-06:00,-,https://aqicn.org/city/canada/alberta/calgary-northwest,,,2,,,0.1,1023.1,,22,,1.5,6.1
5479,51.95,-114.7,2019-10-05 22:00:00,-06:00,,https://aqicn.org/city/canada/alberta/caroline,,o3,,,,0.1,1009.6,,1,,1.5,5.1
5480,,,2015-10-06 11:00:00,-0600,-,http://aqicn.org/city/canada/alberta/clairmont/,,,,,70,1,1015,,15,,4.3,8.15
5481,53.220056,-114.983408,2019-10-05 22:00:00,-06:00,22,https://aqicn.org/city/canada/alberta/drayton-valley,,pm25,,,,0.1,,,22,,1.5,
5482,53.5444364,-113.4987608,2019-10-05 22:00:00,-06:00,20,https://aqicn.org/city/canada/alberta/edmonton-central,,pm25,4.5,,56.8,0.1,1012.3,,20,,1.5,9.8
